sensor_id , event_id
102024 , 1683
90458 , 1547
90459 , 1547
90464 , 1547
80428 , 2580
11143 , 1891
21010 , 1891
20540 , 1891
12661 , 1891
111871 , 1262
12663 , 1891
90465 , 1547
20538 , 1891
7045-E , 2580
17175-S , 1497
1094-E , 1891
13241-S , 1891
1094-N , 1891
6077-E , 1683
8072-N , 612
6291-W , 1683
6291-S , 1683
6291-N , 1683
2245-N , 1891
15123-S , 1683
15123-W , 1683
6291-E , 1683
7297-W , 2580
2245-W , 1891
6077-S , 1683
10077-N , 1683
1094-S , 1891
1346-E , 1891
15123-E , 1683
9091-E , 1547
15123-N , 1683
1094-W , 1891
17211-W , 1497
4195-S , 2580
7299-E , 2580
6314-S , 1683
11322-E , 1262
6314-N , 1683
10051-N , 1683
9114-W , 1547
1106-W , 1262
2246-N , 1891
2245-E , 1891
2246-S , 1891
10051-S , 1683
15126-N , 1683
11200-S , 1891
15126-S , 1683
9114-N , 1547
1012-S , 1891
1012-N , 1891
1012-W , 1891
15126-E , 1683
17162-E , 1497
15126-W , 1683
6064-W , 2580
8318-W , 2580
2091-W , 1891
6267-W , 1393
2087-E , 1891
7297-N , 2580
15237-N , 1683
15237-S , 1683
17174-W , 1497
2091-E , 1891
2092-W , 1891
9078-W , 1547
2091-N , 1891
2092-E , 1891
12366-N , 2580
8250-S , 1891
12366-S , 2580
3032-N , 1683
17168-S , 1497
17168-W , 1497
15358-N , 1683
7041-E , 2580
1090-N , 1891
17156-N , 1497
11267-W , 1262
1090-S , 1891
6122-N , 1547
11267-S , 1262
2248-N , 1891
10216-S , 1683
17156-S , 1497
10216-N , 1683
2248-S , 1891
17169-N , 2946
7041-N , 2580
17169-S , 2946
20526 , 1891
20531 , 1891
20533 , 1891
20535 , 1891
11125 , 1262
111658 , 1891
91663 , 1547
12683 , 1891
91661 , 1547
80347 , 1891
140069 , 1496
70299 , 2580
60629 , 1702
60522 , 1683
70067 , 2580
91655 , 1547
12699 , 1891
60631 , 1702
12701 , 1891
91654 , 1547
60524 , 1683
60858 , 1393
90486 , 1547
100316 , 1683
140068 , 1496
60526 , 1683
90489 , 1547
71240 , 2580
140066 , 1496
90491 , 1547
60242 , 2580
90493 , 1547
60528 , 1683
91639 , 1547
70068 , 2580
91637 , 1547
131210 , 1891
111734 , 1262
100422 , 1683
91636 , 1547
140065 , 1496
100423 , 1683
131211 , 1891
100106 , 1683
111212 , 1891
91633 , 1547
60852 , 1393
8317-W , 2580
11222-S , 1891
1090-W , 1891
17205-W , 1497
3032-W , 1683
11222-N , 1891
17205-S , 1497
8079-W , 1496
17205-E , 1497
7047-S , 2580
7047-W , 2580
8079-N , 1496
7282-S , 1496
7110-S , 2580
11146-S , 1891
7047-N , 2580
14151-N , 1891
17178-W , 1497
17155-E , 1497
13171-N , 1891
17178-S , 1497
17155-W , 1497
4332-N , 2580
9097-W , 1547
2239-E , 1891
17031-W , 1891
8364-W , 612
8121-E , 1891
9097-E , 1547
6130-N , 1547
6130-E , 1547
6130-W , 1547
17190-W , 1497
17031-E , 1891
7301-W , 2580
6262-E , 1683
17031-S , 1891
15135-N , 1683
15135-S , 1683
6262-N , 1683
2243-W , 1891
8121-W , 1891
1139-E , 1891
1139-W , 1891
15212-E , 1683
15307-S , 1683
7291-E , 2580
15307-N , 1683
15307-E , 1683
17201-N , 1497
7291-N , 2580
5249-N , 1891
15212-N , 1683
2243-E , 1891
6223-N , 1683
6223-S , 1683
17049-S , 1891
17049-N , 1891
5249-S , 1891
8245-W , 1891
11382-N , 1891
5249-E , 1891
14144-E , 1891
17151-E , 1891
17151-N , 1891
2332-S , 1891
17218-W , 1497
2087-W , 1891
17014-S , 1262
6267-E , 1393
17014-N , 1262
6267-N , 1393
4279-W , 2580
14144-S , 1891
2087-S , 1891
17151-W , 1891
70978 , 2580
70976 , 2580
120777 , 1891
111211 , 1891
120778 , 1891
70970 , 2580
120779 , 1891
80348 , 1891
70967 , 2580
90499 , 1547
120780 , 1891
51761 , 2580
10179 , 1891
70074 , 2580
111737 , 1262
131221 , 1891
70946 , 2580
51758 , 2580
70944 , 2580
10178 , 1891
131223 , 1891
80438 , 2580
111741 , 1262
60847 , 1393
70075 , 2580
17107-E , 1262
10019-S , 1683
9078-S , 1547
9078-N , 1547
4279-N , 2580
12052-W , 1891
4279-S , 2580
10349-S , 1683
10349-N , 1683
12052-E , 1891
8364-E , 612
2089-W , 1891
6266-E , 1393
11331-E , 1262
2088-N , 1891
17183-W , 1497
7037-N , 2580
4018-E , 1891
6266-W , 1393
7296-W , 2580
7052-N , 2580
4018-S , 1891
17206-N , 1497
4018-W , 1891
4018-N , 1891
12380-N , 1683
11118-S , 1891
11118-N , 1891
8321-E , 2580
1014-N , 1891
15361-E , 1683
1014-S , 1891
10050-S , 1683
1115-W , 3084
17192-E , 1497
17215-W , 1497
12365-S , 2580
12365-N , 2580
15361-N , 1683
8393-W , 2580
1115-S , 3084
2241-W , 1891
17161-W , 1497
1092-N , 1891
10055-E , 1683
10055-W , 1683
1201-S , 1891
17192-N , 1497
10055-S , 1683
17192-S , 1497
6117-E , 1547
7220-W , 2580
17177-N , 1497
17094-N , 1262
17177-S , 1497
8249-S , 1891
17094-W , 1262
8249-N , 1891
1093-W , 1891
2240-E , 1891
17094-S , 1262
14027-N , 1496
14027-W , 1496
2095-W , 1891
14027-S , 1496
15145-W , 1393
14027-E , 1496
15325-N , 1683
7279-W , 465
15325-S , 1683
7037-S , 2580
7037-W , 2580
6275-N , 1683
11323-E , 1262
6275-E , 1683
11323-S , 1262
8253-S , 1891
17165-E , 1497
2244-W , 1891
15134-E , 1683
17032-E , 1891
1093-N , 1891
1093-S , 1891
6004-E , 1547
17219-S , 1497
9088-W , 1547
10085-N , 1683
11332-N , 1891
6124-N , 1683
14019-N , 1496
21495 , 1891
21471 , 1891
21470 , 1891
21463 , 1891
21461 , 1891
21457 , 1891
21456 , 1891
21406 , 1891
21404 , 1891
21337 , 1891
21334 , 1891
7296-E , 2580
8316-N , 2580
9092-E , 1547
4232-E , 2580
17159-E , 1497
17174-E , 1497
13168-S , 1891
2095-N , 1891
11243-N , 1262
2095-E , 1891
11243-E , 1262
1223-S , 1262
14183-W , 1891
6247-N , 1393
7373-N , 1891
1131-W , 3010
1115-E , 3084
4258-N , 2580
6004-N , 1547
8392-E , 2580
8392-W , 2580
9222-S , 1683
10218-N , 1683
4232-S , 2580
6004-W , 1547
17219-N , 1497
11332-S , 1891
8316-E , 2580
12363-N , 2580
9092-W , 1547
4232-N , 2580
5193-W , 3010
17006-W , 1262
17006-N , 1262
1014-W , 1891
17006-S , 1262
8275-E , 3084
15349-E , 1683
8275-N , 3084
7302-W , 2580
15361-S , 1683
10055-N , 1683
7293-W , 2580
2239-W , 1891
10049-E , 1683
17175-E , 1497
6117-S , 1547
17175-W , 1497
17188-E , 1497
10344-E , 1683
7291-W , 2580
14356-S , 1
15261-S , 1497
9091-W , 1547
9091-S , 1547
7052-S , 2580
4195-E , 2580
9114-S , 1547
9114-E , 1547
10049-W , 1683
17161-E , 1497
6124-S , 1683
14141-W , 1891
4325-S , 1891
4325-N , 1891
2088-S , 1891
4325-E , 1891
4326-W , 2580
15078-S , 1393
15078-N , 1393
8381-W , 612
8381-S , 612
10050-W , 1683
21228 , 1891
17167-N , 1497
7035-N , 2580
6203-W , 1683
5124-E , 1891
17167-S , 1497
5124-N , 1891
15243-E , 1497
5124-S , 1891
8249-W , 1891
15243-N , 1497
13195-N , 1891
15243-S , 1497
1331-N , 1891
17214-S , 1497
4290-N , 2580
6334-W , 2580
6334-E , 2580
6274-E , 1683
17011-N , 1262
1155-N , 1891
15134-S , 1683
2090-E , 1891
10077-S , 1683
6359-E , 1393
10052-N , 1683
17219-W , 1497
13236-N , 1891
13224-S , 1891
8353-E , 1891
11199-S , 1891
12052-S , 1891
9078-E , 1547
10019-N , 1683
2091-S , 1891
1319-S , 1891
6332-S , 2580
17048-S , 1891
1015-W , 1891
17156-W , 1497
6034-N , 1702
8317-E , 2580
1092-E , 1891
6105-E , 1547
1092-S , 1891
15349-N , 1683
7036-W , 2580
6105-N , 1547
2241-E , 1891
7040-N , 2580
10053-E , 1683
10053-N , 1683
12379-N , 1683
7373-S , 1891
5201-S , 3010
1189-W , 1262
4332-S , 2580
8239-S , 1891
9090-W , 1547
7035-S , 2580
8392-N , 2580
9091-N , 1547
17208-N , 1497
1106-E , 1262
4327-W , 2580
14141-E , 1891
2246-E , 1891
14142-E , 1891
7223-N , 2580
6073-E , 1683
6156-N , 1683
7223-E , 2580
14142-S , 1891
6156-E , 1683
7223-W , 2580
7049-W , 2580
15362-N , 1683
12368-N , 2580
1224-E , 1262
17048-N , 1891
6381-W , 1683
12368-W , 2580
1224-W , 1262
1224-N , 1262
8079-S , 1496
1319-N , 1891
1319-E , 1891
17189-E , 1497
17220-W , 1497
17155-N , 1497
5124-W , 1891
17155-S , 1497
2018-S , 1262
11097-N , 1891
1163-N , 1891
17213-W , 1497
13195-S , 1891
8319-E , 2580
17190-E , 1497
8319-W , 2580
12367-S , 2580
7045-W , 2580
6130-S , 1547
7036-N , 2580
7036-E , 2580
1163-S , 1891
6274-W , 1683
6274-S , 1683
12703 , 1891
6274-N , 1683
17011-W , 1262
1189-E , 1262
8351-W , 2580
17202-W , 1497
11298-S , 1891
6077-N , 1683
11200-N , 1891
11382-S , 1891
2090-N , 1891
10052-W , 1683
10052-S , 1683
6074-E , 1683
6064-N , 2580
6064-S , 2580
6292-N , 1683
6064-E , 2580
17159-S , 1497
8114-S , 612
2088-W , 1891
6074-W , 1683
2093-W , 1891
5205-N , 3084
17183-N , 1497
17217-E , 1497
8247-S , 1891
17194-S , 1497
7041-W , 2580
2088-E , 1891
17206-W , 1497
17194-W , 1497
8114-N , 612
7294-E , 2580
5193-S , 3010
2093-E , 1891
10050-N , 1683
15358-S , 1683
10050-E , 1683
15292-N , 1497
7041-S , 2580
11267-E , 1262
15292-S , 1497
2240-W , 1891
6122-S , 1547
6034-S , 1702
17181-S , 1497
11268-W , 1262
17046-S , 1262
7040-W , 2580
17193-W , 1497
13220-N , 1891
2242-S , 1891
8247-E , 1891
7294-W , 2580
2242-W , 1891
1223-E , 1262
17175-N , 1497
17188-W , 1497
1223-W , 1262
8072-S , 612
13018-E , 1262
2242-E , 1891
13018-N , 1262
4195-W , 2580
17162-W , 1497
17211-S , 1497
13083-N , 1891
1013-S , 1891
2245-S , 1891
1346-W , 1891
1093-E , 1891
1013-N , 1891
15134-N , 1683
12364-W , 2580
15212-S , 1683
17030-E , 1891
11322-W , 1262
6267-S , 1393
8250-N , 1891
14019-W , 1496
1052-N , 1891
17196-W , 1497
2089-S , 1891
15355-N , 1683
1090-E , 1891
4326-S , 2580
4326-N , 2580
1052-S , 1891
8381-E , 612
5220-W , 1891
4279-E , 2580
8381-N , 612
11331-N , 1262
2089-E , 1891
1037-S , 1891
13150-N , 1891
17195-E , 1497
17160-N , 1497
1015-N , 1891
7110-N , 2580
1115-N , 3084
17195-W , 1497
7282-N , 1496
15144-W , 1393
4290-E , 2580
14151-S , 1891
17160-E , 1497
7301-E , 2580
4290-W , 2580
7301-N , 2580
9096-S , 1547
9096-N , 1547
12379-E , 1683
17178-N , 1497
12379-W , 1683
2085-W , 1891
15135-W , 1683
2085-S , 1891
10212-N , 1683
8239-E , 1891
17029-N , 1891
17029-S , 1891
17031-N , 1891
7291-S , 2580
8239-N , 1891
6262-W , 1683
11030-N , 1891
8239-W , 1891
1139-N , 1891
6223-E , 1683
12363-S , 2580
17003-S , 1262
17201-E , 1497
15322-N , 1683
15322-W , 1683
15322-E , 1683
17210-S , 1497
4327-S , 2580
17210-N , 1497
17186-E , 1497
4327-E , 2580
17207-E , 1497
7037-E , 2580
11293-S , 1891
11293-E , 1891
8321-N , 2580
10068-S , 1683
8382-N , 2580
17161-S , 1497
8321-S , 2580
6266-S , 1393
6266-N , 1393
8378-E , 2580
8393-E , 2580
15060-N , 1393
17161-N , 1497
8321-W , 2580
8378-S , 2580
8245-E , 1891
8378-W , 2580
6117-N , 1547
15349-W , 1683
6117-W , 1547
15349-S , 1683
1201-N , 1891
172137 , 1497
2095-S , 1891
7052-W , 2580
15145-E , 1393
8395-N , 1496
7374-S , 1891
7374-N , 1891
6275-S , 1683
10344-W , 1683
11323-W , 1262
9090-S , 1547
4258-S , 2580
17165-W , 1497
9090-N , 1547
9090-E , 1547
17032-N , 1891
6004-S , 1547
6246-S , 1393
2086-N , 1891
11378-S , 1891
5127-N , 2580
17208-W , 1497
2086-E , 1891
10085-S , 1683
4326-E , 2580
6364-W , 1547
8380-E , 2580
9088-N , 1547
7296-S , 2580
13082-S , 1891
7039-E , 2580
2244-E , 1891
9088-E , 1547
9092-N , 1547
13082-W , 1891
17159-W , 1497
6124-W , 1683
17168-N , 1497
17030-S , 1891
15362-E , 1683
6073-W , 1683
60017 , 1547
7049-E , 2580
12368-E , 2580
1319-W , 1891
6203-E , 1683
6203-N , 1683
15078-E , 1393
6203-S , 1683
2094-W , 1891
11097-S , 1891
17220-E , 1497
2018-N , 1262
7035-E , 2580
2094-E , 1891
6105-S , 1547
6105-W , 1547
10056-S , 1683
17190-N , 1497
17011-S , 1262
7046-W , 2580
7048-N , 2580
7048-E , 2580
7046-E , 2580
11298-N , 1891
7302-E , 2580
2090-W , 1891
10052-E , 1683
2246-W , 1891
9089-W , 1547
8247-W , 1891
6315-S , 1683
6194-N , 1702
5205-S , 3084
17183-S , 1497
17206-S , 1497
5193-N , 3010
6122-E , 1547
17166-N , 1497
5063-N , 2580
17166-S , 1497
6122-W , 1547
3032-S , 1683
17046-N , 1262
13168-N , 1891
13220-S , 1891
11242-E , 1262
10337 , 1891
170998 , 1497
10053-W , 1683
13241-N , 1891
7035-W , 2580
1013-W , 1891
8249-E , 1891
17219-E , 1497
13224-N , 1891
11322-N , 1262
8318-E , 2580
17196-E , 1497
14019-S , 1496
14019-E , 1496
12052-N , 1891
13150-S , 1891
17160-S , 1497
2092-S , 1891
2092-N , 1891
17160-W , 1497
2248-W , 1891
17205-N , 1497
11146-N , 1891
4290-S , 2580
9096-W , 1547
12379-S , 1683
7301-S , 2580
6247-S , 1393
15135-E , 1683
10212-S , 1683
17029-W , 1891
11030-S , 1891
6262-S , 1683
17201-W , 1497
6223-W , 1683
17209-W , 1497
17003-N , 1262
15307-W , 1683
14144-N , 1891
